,ID,SMILES,Mutagenicity
46,ref3_46,"CCN(CCOC(=O)C1=CC=CC=C 1)C1=CC=C(C=C1)\N=N\C1=N C2=C(S1)C=C(C=C2)[N+]([O-
])=O",1
47,ref3_47,[H][C@@](C)(NC(CC(=O)C1= CC=CC=C1)C(=O)OCC)C(O)= O,1
48,ref3_48,CCC(COC(=O)CCN1CC1C)(CO C(=O)CCN2CC2C)COC(=O)CC N3CC3C,1
49,ref3_49,"CC(C1=CC=C(OCC2CO2)C=C1
)C1=CC=C(OCC2CO2)C=C1",1
50,ref3_50,CCOC(=O)\C=C\C(=O)C1=CC= CC=C1,1
51,ref3_51,COC1=CC=CC(=C1)CCl,1
52,ref3_52,CC1=C(C=C2C(=C1)C3=C(S2(= O)=O)C(=C(C=C3)N)C)N,1
53,ref3_53,"CCOC(=O)\C=C\C1=CC=C(CBr
)C=C1",1
54,ref3_54,C1=CC(=CC=C1N)NNC=O,1
55,ref3_55,CC(CBr)C(=O)O,1
56,ref3_56,C1=CC2=C3C(=C1)C=CC4=C( C=CC(=C43)C=C2)C=O,1
57,ref3_57,"C1=CC(=C(C=C1[N+](=O)[O-
])Cl)F",1
58,ref3_58,"C1=CC(=C(C=C1[N+](=O)[O-
])F)F",1
59,ref3_59,CCN(CC)C1=CC(=C(C=C1)N= NC2=C(C=C(C=C2Br)[N+](=O) [O-])Br)NC(=O)C,1
60,ref3_60,"CC1=C(C#N)C(=N)SC\1=N/NC 1=C(Cl)C=C(C=C1)[N+]([O-
])=O",1
61,ref3_61,"CC1=NN(N=N1)CC2=C(N3[C@ @H]([C@@H](C3=O)NC(=O)/ C(=N\OC)/C4=CSC(=N4)N)SC2
)C(=O)OCOC(=O)C(C)(C)C",1
62,ref3_62,"NC1=C(C=C(C2=C1C(=O)C1=C (C=CC=C1)C2=O)[N+]([O-
])=O)C(=O)OC1CCCCC1",1
63,ref3_63,"CCC(=O)NC1=CC=CC(=C1)NC 2=CC(=C(C3=C2C(=O)C4=CC= CC=C4C3=O)N)S(=O)(=O)[O-
].[Na+]",1
64,ref3_64,CCCCCCCCOC1=CC=C(C=C1) [N+](=O)[O-],1
65,ref3_65,CP(Cl)Cl,1
66,ref3_66,"C1=CC(=C2C(=C1NCCNCCO) C(=O)C3=C(C=CC(=C3C2=O)O
)O)NCCNCCO.Cl.Cl",1
67,ref3_67,COCCN(CCOC)C1=CC(NC(C)= O)=C(C=C1)\N=N\C1=C2C=C( C=CC2=NS1)[N+]([O-])=O,1
68,ref3_68,CC(C)(C)C(=O)OCI,1
69,ref3_69,CCC(=C)C=O,1
70,ref3_70,"[O-
][N+](=O)C1=CC=C(Cl)C(=C1) C(=O)C1=C(Cl)C=CC=C1",1
71,ref3_71,"CC1=C(Cl)C=CC(=C1Cl)C(Cl)(
Cl)Cl",1
72,ref3_72,"CC1=CC(Cl)=C(Cl)C=C1C(Cl)(
Cl)Cl",1
73,ref3_73,C1=CC=C2C(=C1)C=CC3=CC= CC=C3C2=O,1
74,ref3_74,C1CC(C(=O)C(C1)(Cl)Cl)(Cl)Cl,1
75,ref3_75,OC1=CC=C(C=C1)\C=C\C1=N N=C(O1)C(Cl)(Cl)Cl,1
76,ref3_76,C1=CC=C(C=C1)CN(CCC#N)C 2=CC=C(C=C2)N=NC3=CC=C( C=C3)[N+](=O)[O-],1
77,ref3_77,CC(CCOC1=C(C2=C(C(=C1)O) C(=O)C3=CC=CC=C3C2=O)N) O,1
78,ref3_78,CC(OC(=O)Cl)Cl,1
79,ref3_79,"Cl.[O-
][N+](=O)C1=CC(=CC(C=O)=C 1)N1CCNCC1",1
80,ref3_80,CCC(=O)OCC1CO1,1
81,ref3_81,"[Na+].[Na+].CC1=CC(=CC=C1\ N=N\C1=CC=C(O)C=C1)C1=C C(C)=C(C=C1)\N=N\C1=C(O)C 2=C(C=C(C(\N=N\C3=CC=C(C
=C3)[N+]([O-])=O)=C2N)S([O-",1
82,ref3_82,C1C(O1)COC2=CC=CC=C2CC 3=CC=CS3,1
83,ref3_83,C1C(O1)COC2=CC3=C(C=C2) C(=CC=C3)OCC4CO4,1
84,ref3_84,"CC(C)(OO)C1=CC2=C(C=C1)C
=C(C=C2)C(C)(C)OO",1
85,ref3_85,CF,1
86,ref3_86,"C1=CC=C(C=C1)CN2C=CN=C2
CCl.Cl",1
87,ref3_87,CC(=O)OC1=C(C=CC=C1OC)C C2CO2,1
88,ref3_88,C1=CC=C(C=C1)NC(=O)CC(= O)CBr,1
89,ref3_89,CC(OC(=O)OC1CCCCC1)I,1
90,ref3_90,CO\N=C(/C(Cl)=O)C(=O)CBr,1
91,ref3_91,"[Cl-
].C[N+]1=CC=C(\C=C\C2=CC= C(N)C=C2)C=C1",1
92,ref3_92,ClCC(=O)\C=N\NC1=CC=C(Cl) C=C1,1
93,ref3_93,C1C[C@@H](O[C@@H]1CO) N2C=NC3=C2N=CN=C3N,1
94,ref3_94,C1C[C@@H](O[C@@H]1CO) N2C=NC3=C2NC=NC3=O,1
95,ref3_95,CSC(=S)NC1=CC=CC=N1,1
96,ref3_96,CC1=CC=C(C2=CC=CC=C12)C (=O)C,1
97,ref3_97,C(C(F)(F)I)(F)(F)F,1
98,ref3_98,CC(CO)(\N=N\C(C)(CO)C#N)C #N,1
99,ref3_99,[H][C@@]1(N)C(=O)N2C(C(= O)OCC3=CC=C(OC)C=C3)=C( CCl)CS[C@]12[H],1
100,ref3_100,"[H][C@@](CCCCNC(=O)C(F)(
F)F)(N[C@@]([H])(CC(=O)C1= CC=CC=C1)C(=O)OCC)C(O)= O",1
101,ref3_101,CC(=O)OC(C)(C)C(=O)Br,1
102,ref3_102,C1=CC(=CC(=C1)S(=O)(=O)NC 2=CC=C(C=C2)NNC=O)[N+](= O)[O-],1
103,ref3_103,C1=CC=C(C=C1)OC(=O)NC2= CC=C(C=C2)NNC=O,1
104,ref3_104,CC(=O)OC(C)(C)C(=O)Cl,1
105,ref3_105,"FC(=O)C(F)(F)C(F)(Cl)C(F)(F)C
l",1
106,ref3_106,"CN(C)C1=CC=C(C=C1)C(=C\C
=C)\C1=CC=C(Cl)C=C1",1
107,ref3_107,CC(=O)NC1=C2C(=C(C=C1)Br) C(=O)C3=CC=CC=C3C2=O,1
108,ref3_108,"CC1=C(C=C[N+](=C1C)[O-
])[N+](=O)[O-]",1
109,ref3_109,[H][C@]1(CC(=O)C(CC#C)=C1 C)OS(C)(=O)=O,1
110,ref3_110,C1C(O1)COC2=CC=C(C=C2)C 3=CC=C(C=C3)OCC4CO4,1
111,ref3_111,C1=CC(=CC(=C1)OC2=CC=C( C=C2)N)OC3=CC=C(C=C3)N,1
112,ref3_112,C(=C(F)F)(OC(C(C(F)(F)F)(F)F) (F)F)F,1
113,ref3_113,CCC1=NN(C(=C1Cl)C(=O)Cl)C,1
114,ref3_114,"CCCCCCCCN1C(=O)C(=C(S1)
Cl)Cl",1
115,ref3_115,CC1=C(C(=CC=C1)C)NN.Cl,1
116,ref3_116,COC1=C(C=C(C=C1)C(=O)Cl) OC,1
117,ref3_117,"ClC1=CC2=C3N(CCC3=CC=C2
)C1=O",1
118,ref3_118,"COC1=C(C=C(C=C1Cl)[N+](=O
)[O-])Cl",1
119,ref3_119,"C1[C@H]([C@@H]([C@H]([C
@@H]([C@H]1N)O[C@@H]2[
C@@H]([C@H]([C@@H]([C@
H](O2)CN)O)O)N)O)O)N",1
120,ref3_120,C=C(CCl)Cl,1
121,ref3_121,C1=COC(=C1)C(=O)Cl,1
122,ref3_122,[N-]=[N+]=NCC1=CC=CC=C1,1
123,ref3_123,C1=C(C=C(C=C1N)N)N,1
124,ref3_124,CC(=O)CC1=CC(=C(C=C1)OC) S(=O)(=O)Cl,1
125,ref3_125,CCN(CC)C1=CC(=C(C=C1)N= NC2=C(C(=C(S2)C=O)Cl)C#N) NC(=O)COC,1
126,ref3_126,C(NC(=O)N(CO)C1C(=O)N(C(= O)N1CO)CO)O,1
127,ref3_127,"C1=CC=C2C=C(C(=CC2=C1)C(
=O)NO)O",1
128,ref3_128,CC(=C)CBr,1
129,ref3_129,CCCC(C)(C)OOC(=O)OC(C)C,1
130,ref3_130,C1=CC(=CC=C1COC(=O)CC(= O)O)[N+](=O)[O-],1
131,ref3_131,[H][C@](C)(O)COC1=C(N)C=C C(F)=C1F,1
132,ref3_132,CCOC(=O)CCN.Cl,1
133,ref3_133,C=CCNC1=CC=CC=C1,1
134,ref3_134,CN1C=C(C2=CC=CC=C2C1=O) OCC3CO3,1
135,ref3_135,CCC#CCCl,1
136,ref3_136,C(F)(F)(F)S(=O)(=O)F,1
137,ref3_137,"C\C(N1CCCC1OS(C)(=O)=O)= N/C(=O)OCC1=CC=C(C=C1)[N
+]([O-])=O",1
138,ref3_138,[H][C@]1(S)CCN(C1)C(\C)=N\ C(=O)OCC1=CC=C(C=C1)[N+] ([O-])=O,1
139,ref3_139,"ClC(=O)C1CCCN1C(=O)OCC1
=CC=CC=C1",1
140,ref3_140,C1=CN=C(C(=N1)Cl)Cl,1
141,ref3_141,ClCC1CSC(CCl)CS1,1
142,ref3_142,COCC(C)OCC1CO1,1
143,ref3_143,"C1=CC=C(C(=C1)C(=O)C2=CC
=C(C=C2)F)Cl",1
144,ref3_144,C(CNCCNCCN)N.Cl.Cl,1
145,ref3_145,C=CCCBr,1
146,ref3_146,"CC(=O)N1CCC2=C1C=CC(=C2
)[N+](=O)[O-]",1
147,ref3_147,COC(=O)C1=C(N(C)N=C1Cl)S( Cl)(=O)=O,1
148,ref3_148,CC(CCl)(C=O)Cl,1
149,ref3_149,"COC1=CC(=CC(=C1OC)OC)/C
=C/C(=O)Cl",1
150,ref3_150,C1CNC2=C1C=C(C=C2)[N+](= O)[O-],1
151,ref3_151,C1=CC(=C(C=C1Br)[N+](=O)[ O-])O,1
152,ref3_152,CC1=CC=C(C=C1)C(Cl)Cl,1
153,ref3_153,C1C(OC(=O)O1)Cl,1
154,ref3_154,C1=CC(=CC=C1C(Cl)Cl)F,1
155,ref3_155,CC(=O)C1=C(C=C(C=C1)Cl)Cl,1
156,ref3_156,C1(C(OC(=O)O1)Cl)Cl,1
157,ref3_157,"CC1=CC(=C(C=C1)S(=O)(=O)C
l)C",1
158,ref3_158,"CC1=CC=C(C=C1)S(=O)(=O)[N
-][N+]#N",1
159,ref3_159,CCS(=O)(=O)Cl,1
160,ref3_160,C(C(F)(F)S(=O)(=O)F)(F)(F)F,1
161,ref3_161,[H][C@]1(O)C[C@@](N)(CC2= C(O)C3=C(C(=O)C4=C(C=CC= C4)C3=O)C(O)=C12)C(C)=O,1
162,ref3_162,C=C(CN=C=S)Cl,1
163,ref3_163,C1=C(SC(=N1)Cl)CCl,1
164,ref3_164,CC(C)(C)C#C,1
165,ref3_165,O=C=NCC1CSC(CN=C=O)CS1,1
166,ref3_166,ClC1=C(CCCC1C=O)C=O,1
167,ref3_167,CCN(CC)C1=CC2=C(C=C1)C(= CC(=S)O2)C,1
168,ref3_168,CC(=C)C(=O)OCC1=C2C=CC= CC2=CC3=CC=CC=C31,1
169,ref3_169,CN(C)P(N(C)C)(N(C)C)(Cl)Cl,1
170,ref3_170,CCN(CC)C1=CC=C(C=C1)\C=[ N+](/[O-])C1=CC=CC=C1,1
171,ref3_171,C(CCl)NCCCl.Cl,1
172,ref3_172,C1=CN=C(C=C1C#N)Cl,1
173,ref3_173,"COC(=O)CC1=CC=C(C=C1)CC
l",1
174,ref3_174,COC1=C(C=C(C=C1)NN)OC.Cl,1
175,ref3_175,C(/C=C/CBr)Br,1
176,ref3_176,C1CCN(CC1)C2CCN(CC2)C(= O)Cl,1
177,ref3_177,C(C(=O)C(Cl)(Cl)Cl)(Cl)Cl,1
178,ref3_178,C=CCN1C(=O)N(CC=C)C(=O) N(CC2CO2)C1=O,1
179,ref3_179,C(=O)(C(Br)(Br)Br)Cl,1
180,ref3_180,C(CBr)NCCBr.Br,1
181,ref3_181,"COCCN(CCOC)C1=CC(NC(C)= O)=C(C=C1)\N=N\C1=C(C=C(C
=C1C#N)[N+]([O-
])=O)[N+]([O-])=O",1
182,ref3_182,"CC1=CC(=C(C(=C1)Br)OCC=C
)C(C)(C)C",1
183,ref3_183,CC(=O)CC(=O)NCCO,1
184,ref3_184,CC1=C(Cl)C(=CC=C1Cl)C(Cl)( Cl)C1=CC=C(Cl)C(C)=C1Cl,1
185,ref3_185,"CC1=C(Cl)C=CC(C(=O)C2=CC
=C(Cl)C(C)=C2Cl)=C1Cl",1
186,ref3_186,"C1CC(OC1)COC2=CC=C(C=C2
)C3=C4C=C5C(=C(C(=O)O5)C6
=CC=CC=C6)C=C4OC3=O",1
187,ref3_187,"C1=CC2=C(C=NN2)C(=C1)[N+
](=O)[O-]",1
188,ref3_188,CC(C)(C1=CC=CC=C1)NC(=O) NCC2=CC=CC=C2Cl,1
189,ref3_189,C1=CC(=NC=C1C(Cl)(Cl)Cl)Cl,1
190,ref3_190,CCOCCl,1
191,ref3_191,"C1=C(C(=CC(=C1[N+](=O)[O-
])F)F)[N+](=O)[O-]",1
192,ref3_192,"C1=CC(=CC=C1COC(=O)CC(= O)OCC2=CC=C(C=C2)[N+](=O
)[O-])[N+](=O)[O-]",1
193,ref3_193,"C1=CC(=CC(=C1)[N+](=O)[O-
])CCBr",1
194,ref3_194,CCCCCCCCCCCCC1=CC=CC= C1S(=O)(=O)N=[N+]=[N-],1
195,ref3_195,"C1=CC2=C(C=CN2)C=C1[N+](
=O)[O-]",1
196,ref3_196,"CCN(CC)C1=C(OC)C=C(\N=N\ C2=C(C=C(C=C2Cl)[N+]([O-
])=O)[N+]([O-
])=O)C(NC(C)=O)=C1",1
197,ref3_197,C1COC(OC1)CCBr,1
198,ref3_198,"C1=CC(=NC(=C1[N+](=O)[O-
])N)Cl",1
199,ref3_199,"CCN(CC)C1=CC(NC(C)=O)=C( C=C1)\N=N\C1=C(C=C(C=C1Cl
)[N+]([O-])=O)[N+]([O-])=O",1
200,ref3_200,"C1=CC(=NC(=C1[N+](=O)[O-
])Cl)Cl",1
201,ref3_201,"C1=CC(=C(C(=C1)[N+](=O)[O-
])C#N)C#N",1
202,ref3_202,C1=CC=C(C(=C1)C#N)C2=CC= C(C=C2)CBr,1
203,ref3_203,COS(=O)(=O)C,1
204,ref3_204,CNC1=CC(=CC=C1)Cl,1
205,ref3_205,"C1=C(C(=C(C(=C1[N+](=O)[O-
])Cl)Cl)Cl)[N+](=O)[O-]",1
206,ref3_206,C1COC(O1)CCBr,1
207,ref3_207,CC(C)(C)\N=C\C=N\C(C)(C)C,1
208,ref3_208,C1=CC=C(C=C1)SC2=CC=CC= C2[N+](=O)[O-],1
209,ref3_209,C1=CC=C(C=C1)SC2=CC=CC= C2N,1
210,ref3_210,"COC1=C(NCCC#N)C=C(NC(C)
=O)C(=C1)\N=N\C1=C(C=C(C= C1Br)[N+]([O-])=O)[N+]([O-
])=O",1
211,ref3_211,"CCN(CCC#N)C1=C(OC)C=C(\N
=N\C2=C(C=C(C=C2Br)[N+]([ O-])=O)[N+]([O-
])=O)C(NC(C)=O)=C1",1
212,ref3_212,"CS(=O)(=O)C1=CC=C(C=C1)C(
=O)CBr",1
213,ref3_213,"Cl.ClC(=C/NC1=CC=CC=C1)\C
=N\C1=CC=CC=C1",1
214,ref3_214,"ClCCS(=O)(=O)CS(=O)(=O)CC
Cl",1
215,ref3_215,C=C(C(F)(F)F)Br,1
216,ref3_216,"C1=CC=C(C=C1)S(=O)(=O)CC
Cl",1
217,ref3_217,C1=CC=C2C(=C1)C=CC(=C2C 3=C(C=CC4=CC=CC=C43)O)O,1
218,ref3_218,C1C(O1)CC2=C(C(=CC=C2)CC 3CO3)OCC4CO4,1
219,ref3_219,C=CS(=O)(=O)C1=CC=CC=C1,1
220,ref3_220,"CC1CN1C(=O)C2=CC(=CC=C2
)C(=O)N3CC3C",1
221,ref3_221,COC1=C(C=C(C=C1)C2=CC=C C=C2)[N+](=O)[O-],1
222,ref3_222,"C1=CC(=C(C=C1[N+](=O)[O-
])O)NC(=O)C(C(C(F)(F)F)(F)F)( F)F",1
223,ref3_223,"CC(=O)NC1=CC=C(C=C1)S(=O
)(=O)N=[N+]=[N-]",1
224,ref3_224,C(C(F)(F)F)OS(=O)(=O)C(F)(F) F,1
225,ref3_225,C1=CC(=C(C=C1Br)[N+](=O)[ O-])Br,1
226,ref3_226,C1CC2=C3C(=CC=C2)CCCN3C 1,1
227,ref3_227,C1CNC2=C1C=CC(=C2)[N+](= O)[O-],1
228,ref3_228,C1COS(=O)O1,1
229,ref3_229,C(F)(F)(F)I,1
230,ref3_230,CC1=NC2=C(C1(C)C)C=C(C=C 2)[N+](=O)[O-],1
231,ref3_231,"[O-
][N+](=O)C1=CC(Br)=CC=C1S SC1=CC=C(Br)C=C1[N+]([O-
])=O",1
232,ref3_232,CC(=O)[C@]1(C[C@@H](C2= C(C3=C(C(=C2C1)O)C(=O)C4= CC=CC=C4C3=O)O)OC5C[C@ @H]([C@@H](CO5)O)O)N.Cl,1
233,ref3_233,ClCSCl,1
234,ref3_234,C(=C(F)F)Br,1
235,ref3_235,[Na+].NC1=CC=C([S-])C=C1,1
236,ref3_236,"C1=CC(=CC=C1[N+](=O)[O-
])OC2=C(C=C(C=C2)[N+](=O)[
O-])[N+](=O)[O-]",1
237,ref3_237,C=CC(=O)OCCCCOCC1CO1,1
238,ref3_238,"C1=CC(=CC=C1C2=NC3=C(N2
)C=C(C=C3)N)N",1
239,ref3_239,C1C(O1)C2=CC(=CC=C2)Cl,1
240,ref3_240,"CCCCN(CCO[N+]([O-
])=O)[N+]([O-])=O",1
241,ref3_241,C1=CC=C(C=C1)C2=CC(=CC= C2)CBr,1
242,ref3_242,C1CC1CI,1
243,ref3_243,"C1[C@H](O1)C2=CC(=CC=C2)
Cl",1
244,ref3_244,C1CCC(C1)(C2=CC=C(C=C2)[ N+](=O)[O-])C(=O)O,1
245,ref3_245,FC(=O)C(F)(C(F)(F)F)C(F)(F)F,1
246,ref3_246,"CC(=O)CC(=O)OCC1=CC=C(C
=C1)[N+](=O)[O-]",1
247,ref3_247,"CC1(CO1)C(=O)NC2=CC(=C(C
=C2)C#N)C(F)(F)F",1
248,ref3_248,CCOC(C1(CC1)C=O)OCC,1
249,ref3_249,C1=C(C=C(C(=C1Cl)OCCCO)C l)OCC=C(Cl)Cl,1
250,ref3_250,C1=C(C(=CC(=C1Cl)Cl)Cl)S(= O)(=O)Cl,1
251,ref3_251,ClCC1=NC2=C(CC3=C1C=CC= C3)C=CC=C2,1
252,ref3_252,CC(=O)N1CC(C2=C1C=C(C=C 2)[N+](=O)[O-])(C)C,1
253,ref3_253,"[H][C@](C)(N1[C@@]2([H])C[
C@]([H])(C=C2)[C@@]1([H])C (=O)OC)C1=CC=CC=C1",1
254,ref3_254,"[H][C@](C)(\N=C\C(=O)OC)C1
=CC=CC=C1",1
255,ref3_255,CC1COS(=O)(=O)O1,1
256,ref3_256,"C1=CC(=C(C=C1[N+](=O)[O-
])[N+](=O)[O-
])[N+]2=CC=C(C=C2)C3=CC=[ N+](C=C3)C4=C(C=C(C=C4)[N
+](=O)[O-])[N+](=O)[O-].[Cl-",1
257,ref3_257,"CC1=CC=CC=C1S(=O)(=O)C(= [N+]=[N-
])S(=O)(=O)C2=CC=CC=C2C",1
258,ref3_258,CC/C=C/C=O,1
259,ref3_259,"C1C2CC3CC1CC(C2)(C3)C(=O
)Cl",1
260,ref3_260,C1=CC(=C(C=C1C2=CC(=C(C= C2)O)N)N)O,1
261,ref3_261,"C1=CC(=C(C=C1N)N)OCCO.Cl
.Cl",1
262,ref3_262,FC(=O)C(F)(OC(F)(F)C(F)(F)S( F)(=O)=O)C(F)(F)F,1
263,ref3_263,"[Cl-
].CC1=CC(C)=C([N+]#N)C(C)= C1",1
264,ref3_264,[H][C@](C)(CCC)OS(C)(=O)=O,1
265,ref3_265,C=C[C@H]([C@@H]1CO1)O,1
266,ref3_266,C=CS(=O)(=O)C=C,1
267,ref3_267,CC1=CC=C(C=C1)S(=O)(=O)O C2=CC=CC=CC2=O,1
268,ref3_268,C1C(O1)COCC2=CC=C(C=C2) COCC3CO3,1
269,ref3_269,CC(C)(C)C1=CC(=C(C=C1)N)F,1
270,ref3_270,CS(=O)(=O)O[C@H]1CCN(C1) CC2=CC=CC=C2,1
271,ref3_271,"CC(=O)S[C@H]1C[C@H](N(C1
)C(=O)OCC2=CC=C(C=C2)[N+
](=O)[O-
])CN(C(=O)OC(C)(C)C)S(=O)(= O)N",1
272,ref3_272,"[H][C@]1(CN(C(=O)OCC2=CC
=C(C=C2)[N+]([O-
])=O)[C@]([H])(CO)C1)SC(C)= O",1
273,ref3_273,CC(=C)N1C(=O)N(C(=O)N(C1= O)CC2CO2)CC3CO3,1
274,ref3_274,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C COC(=O)C(Cl)=C,1
275,ref3_275,ON=C(Br)Br,1
276,ref3_276,CN1C(=C)C(C)(C)C2=C1C=CC 1=C2C=CC=C1,1
277,ref3_277,"CS(=O)(=O)O[C@@H]1C[C@H
](N(C1)C(=O)OCC2=CC=C(C= C2)[N+](=O)[O-])CO",1
278,ref3_278,"[H][C@]1(O)CN(C(=O)OCC2=
CC=C(C=C2)[N+]([O-
])=O)[C@@]([H])(C1)C(=O)OC",1
279,ref3_279,COC(=O)NC1=CC=C(C=C1F)C (C)(C)C,1
280,ref3_280,C1=CC=C2C(=C1)N=C3N2C(= O)C4=CC=CC5=C4C3=CC=C5,1
281,ref3_281,COC(=O)[C@@H]1C[C@H](C N1C(=O)OCC2=CC=C(C=C2)[ N+](=O)[O-])OS(=O)(=O)C,1
282,ref3_282,C=CCCCCCCCCC(=O)NN,1
283,ref3_283,"C1[C@H](O1)C2=CC=CC=C2C
l",1
284,ref3_284,"[H][C@@]1(S)CN(C(=O)OCC2
=CC=C(C=C2)[N+]([O-
])=O)[C@]([H])(CNS(N)(=O)=O
)C1",1
285,ref3_285,CCN(C1=CC=C(C=C1)N)C(C)C,1
286,ref3_286,C1=CC(=CC=C1CCC2=CC=C( C=C2)N)N,1
287,ref3_287,CC1=CC(N)=CC=C1CC1=CC= C(N)C=C1C,1
288,ref3_288,C1C(O1)COCC2CO2,1
289,ref3_289,"C1[C@@H](O1)COS(=O)(=O)C
2=CC=CC(=C2)[N+](=O)[O-]",1
290,ref3_290,CCOC(=O)C(\O)=C\C1=CC(OC COC)=NC=C1[N+]([O-])=O,1
291,ref3_291,CCCC1COS(=O)(=O)O1,1
292,ref3_292,C(C(CBr)(CBr)C(=O)O)Br,1
293,ref3_293,C1=CC(=CC=C1CBr)I,1
294,ref3_294,CC(=C)C(=O)OCOC1C2CC3CC (C2)CC1C3,1
295,ref3_295,[H][C@]1(C)C=C(CN1C(=O)O CC=C)C(=O)CCl,1
296,ref3_296,O=S1(=O)CS(=O)(=O)OCO1,1
297,ref3_297,"[O-
][N+](=O)C1=CC=CC2=C1N=N N2",1
