,ID,Canonical_QSARr,very_toxic,nontoxic,LD50_mgkg,EPA_category,GHS_category
38,ref1_38,COC1=CC=C(C=C1OC)C=C(C(=O)NC1C=CC=CC=1C(O)=O)C(=O)NC1C=CC=CC=1C(O)=O,False,True,,4.0,5.0
39,ref1_39,CC(=O)OCC#N,True,False,32.0,1.0,2.0
40,ref1_40,C=CCN,False,False,150.0,2.0,3.0
41,ref1_41,OC(=O)CCC(=O)OC1CCCCC1,False,True,6500.0,4.0,5.0
42,ref1_42,OCC1=CC=C(C=C1)OCCN1C=NC=C1,False,True,4860.0,3.0,5.0
43,ref1_43,CCC(CC)NC1=NN=C(C2C=CC=CC=21)C1C=CC=CC=1,False,True,,4.0,5.0
44,ref1_44,CCC(COC(=O)CCCCC(=O)OCC(CC)CC)CC,False,True,5620.0,4.0,5.0
45,ref1_45,CC(C)(C)CNC1=NN=C(C2C=CC=CC=21)C1C=CC=CC=1,False,True,,4.0,5.0
46,ref1_46,COC(C)CC(O)=O,False,True,3030.0,3.0,5.0
47,ref1_47,CC(N)CCC(CCCC)CC,False,False,730.0,3.0,4.0
48,ref1_48,CCOC(=O)C(=C)CO,False,False,620.0,3.0,4.0
49,ref1_49,CC1=CC=CN2C(=O)C(=CN=C21)C1NN=NN=1,False,False,687.0,3.0,4.0
50,ref1_50,CCCC1CO1,False,False,1327.0,3.0,4.0
51,ref1_51,NC1C=CN=CC=1,True,False,32.0,1.0,2.0
52,ref1_52,CC1N=COC=1C#N,False,False,735.0,3.0,4.0
53,ref1_53,CC(C)(C)CC(C)(C)CCC(C)[N+]1C=C(CC)C=CC=1C,False,False,540.0,3.0,4.0
54,ref1_54,COC1=CC(CC=C)=CC=C1OC=O,False,True,3400.0,3.0,5.0
55,ref1_55,CCCCCCOC(=O)C(C)CC,False,True,,4.0,5.0
56,ref1_56,CC1C=CN(N=1)C(N)=O,False,False,830.0,3.0,4.0
57,ref1_57,FC(F)CNCC1C=NC(Cl)=CC=1,False,True,,3.0,5.0
58,ref1_58,OS(=O)(=O)OC1C=CC(=CC=1)C(C1C=CC=CN=1)C1C=CC(=CC=1)OS(O)(=O)=O,False,True,11300.0,4.0,5.0
59,ref1_59,NCCOS(N)(=O)=O,False,True,7460.0,4.0,5.0
60,ref1_60,COC1=CC2OC3OC=CC3C=2C2OC3C=CC=C(O)C=3C(=O)C1=2,False,False,120.0,2.0,3.0
61,ref1_61,[O-][N+](CCCl)(CCCl)CCCCCl,True,False,30.0,1.0,2.0
62,ref1_62,CCC(C)N,False,True,4600.0,3.0,5.0
63,ref1_63,CC1=NC=C(CSSCC2C=NC(C)=C(O)C=2CO)C(CO)=C1O,False,True,6000.0,4.0,5.0
64,ref1_64,CCCCN1CCOCC1,False,False,338.0,2.0,4.0
65,ref1_65,CCC12COP(=O)(OC1)OC2,True,False,3.08,1.0,1.0
66,ref1_66,C1=NN=C(OC2C=CC=CC=2)C2C=CC=CC=21,False,False,1000.0,3.0,4.0
67,ref1_67,CCCCCCOCCOC(=O)CCC(=O)OCCOCCCCCC,False,True,4280.0,3.0,5.0
68,ref1_68,COC(=O)C1C=C(C=C(C=1)C(=O)OC)OC1C=CC(=CC=1N)C(=O)OC,False,True,,4.0,5.0
69,ref1_69,ClC=CCCl,False,False,81.5,2.0,3.0
70,ref1_70,C1C(C2NCCN=2)C1(C1C=CC=CC=1)C1C=CC=CC=1,False,False,359.0,2.0,4.0
71,ref1_71,CN1C(=O)C2=C(N=CN2CC(=O)N2CCOCC2)N(C)C1=O,False,True,,4.0,5.0
72,ref1_72,CC1C=CC=C(C)C=1N/N=C(/N)\N(C)C,False,False,980.0,3.0,4.0
73,ref1_73,CC(C)(C1C=CC(=CC=1)NC1C=CC(=CC=1)C(C)(C)C1C=CC=CC=1)C1C=CC=CC=1,False,True,,3.0,5.0
74,ref1_74,CNCC12CCC(C3C=CC=CC1=3)C1C=CC=CC2=1,False,False,700.0,3.0,4.0
75,ref1_75,CC(C)CC(CO)OCCC(C)C,False,True,5410.0,4.0,5.0
76,ref1_76,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,False,False,500.0,2.0,4.0
77,ref1_77,CN(C)C1C=CC=CC=1CS(=O)C1NC2C=CC=CC=2N=1,False,False,1300.0,3.0,4.0
78,ref1_78,CCC(CO)(CO)C(O)=O,False,True,,3.0,5.0
79,ref1_79,CC(=C)C(=O)OCC(CCCC)CCCCCC,False,True,26000.0,4.0,5.0
80,ref1_80,NC(N)=NC1=NC(CSCC/N=C/NS(=O)(=O)C2C=CC(Br)=CC=2)=CS1,False,True,,4.0,5.0
81,ref1_81,CN1CCN(CC1)C1=C(F)C=C2C3=C1OCC(C)N3C=C(C(O)=O)C2=O,False,False,1478.0,3.0,4.0
82,ref1_82,OC(=O)C=CC(=O)OCCOCCO,False,True,2830.0,3.0,5.0
83,ref1_83,C1=CC=CC=C1OP(OC1C=CC=CC=1)OC1C=CC=CC=1,False,False,444.0,2.0,4.0
84,ref1_84,ClC1=CC=CC=C1NC1N=C(Cl)N=C(Cl)N=1,False,True,2700.0,3.0,5.0
85,ref1_85,CC(OC1C=CC=C(Cl)C=1)C(O)=O,False,False,,3.0,4.0
86,ref1_86,NC1C=CC(CC2=CC(Cl)=C(N)C=C2)=CC=1Cl,False,False,1140.0,3.0,4.0
87,ref1_87,O=C(NC1C=C(Cl)C(Cl)=CC=1)NC1C=CC(Cl)=CC=1,False,True,,,5.0
88,ref1_88,O=NN1CN2CN(CN(C2)N=O)C1,False,False,940.0,3.0,4.0
89,ref1_89,CN(C)C(=O)OC1C=[N+](C)C=CC=1,True,False,37.5,1.0,2.0
90,ref1_90,O=C(NC1=CC(Cl)=CC=C1)OCC#CCCl,False,False,527.0,3.0,4.0
91,ref1_91,C=CCOC1N=C(N=C(N=1)OCC=C)OCC=C,False,False,590.0,3.0,4.0
92,ref1_92,CC(CC1CCCCC1)NC,False,False,83.0,2.0,3.0
93,ref1_93,COC(=O)CC1C=CC=CC=1,False,True,2550.0,3.0,5.0
94,ref1_94,CN(C)C(=O)NC1C=CC=CC=1,False,True,6400.0,4.0,5.0
95,ref1_95,C(C1OCCO1)C1C=CC=CC=1,False,True,2200.0,3.0,5.0
96,ref1_96,NC1C=CC(=CC=1S(O)(=O)=O)N=NC1C=CC(=CC=1)S(O)(=O)=O,False,True,14800.0,4.0,5.0
97,ref1_97,NC1C=CC(=CC=1)NC1C=CC=CC=1,False,False,464.0,2.0,4.0
98,ref1_98,COC1C=CC(=CC=1)NC1C=CC(=CC=1)OC,False,True,2470.0,3.0,5.0
99,ref1_99,CC(C)NC1C=CC(=CC=1)NC1C=CC=CC=1,False,False,720.0,3.0,4.0
100,ref1_100,ClC1C=CC(CC2C=CC(Cl)=CC=2)=CC=1,False,False,1000.0,3.0,4.0
101,ref1_101,NC1C=CC(CC2C=CC(N)=CC=2)=CC=1,False,False,517.0,3.0,4.0
102,ref1_102,NC1C=CC(=CC=1)OC1C=CC(N)=CC=1,False,False,725.0,3.0,4.0
103,ref1_103,C(C1C=CC=CC=1)C1C=CC=CC=1,False,True,2250.0,3.0,5.0
104,ref1_104,C1CCCCC1NC1CCCCC1,False,False,373.0,2.0,4.0
105,ref1_105,C1=CC=CC=C1OC1C=CC=CC=1,False,True,2450.0,3.0,5.0
106,ref1_106,CCCCCC(CO)=CC1C=CC=CC=1,False,True,4000.0,3.0,5.0
107,ref1_107,CCCCCCC(C=O)=CC1C=CC=CC=1,False,True,3100.0,3.0,5.0
108,ref1_108,C1CCCCC1NC1C=CC(=CC=1)NC1C=CC=CC=1,False,True,,3.0,5.0
109,ref1_109,C(OC1=CC(=CC=C1)OCC1CO1)C1CO1,False,True,2570.0,3.0,5.0
110,ref1_110,CC1=CC=C(C=C1)OC(=O)CC1C=CC=CC=1,False,True,,4.0,5.0
111,ref1_111,CCOC(=O)CC1C=CC=CC=1,False,True,3300.0,3.0,5.0
112,ref1_112,CC1(C)C(C1C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C(=O)OC(C#N)C1=CC(=CC=C1)OC1C=CC=CC=1,False,True,,4.0,5.0
113,ref1_113,CC(Cl)=CC(=O)NC1C=CC(O)=CC=1,False,False,1580.0,3.0,4.0
114,ref1_114,CC(C)=CC(=O)NC1C=CC(O)=CC=1,False,False,1950.0,3.0,4.0
115,ref1_115,[H]N=C(N)NCCCCC1NC(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C(C)C(C=CC(C)=CC(C)C(CC2C=CC=CC=2)OC)NC1=O)C(O)=O)C(O)=O,True,False,,1.0,2.0
116,ref1_116,CCN(CC)C(=O)C1(CC1CN)C1C=CC=CC=1,False,False,213.0,2.0,3.0
117,ref1_117,CNC1=NC=NC2=C1N=CN2CC1C=CC=CC=1F,False,False,,3.0,4.0
118,ref1_118,CCON=C(CCC)C1=C(O)CC(CC1=O)C1CSCCC1,False,True,3940.0,3.0,5.0
119,ref1_119,CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,False,True,,3.0,5.0
120,ref1_120,CC1=CC(=O)C=C(O1)C1C=CC=CC=1,False,False,625.0,3.0,4.0
121,ref1_121,Cl[Si](Cl)(Cl)C1CC=CCC1,False,True,2830.0,3.0,5.0
122,ref1_122,CCCCC(CNC1C=CC=CC=1)CC,False,True,2410.0,3.0,5.0
123,ref1_123,CCNC(C)C1C=CC=CC=1,False,False,360.0,2.0,4.0
124,ref1_124,CCCCC(CC)C=CC(C)=O,False,True,8120.0,4.0,5.0
125,ref1_125,CCCCC(CC)OCCO,False,True,2280.0,3.0,5.0
126,ref1_126,CC(CN)NCCO,False,True,4920.0,3.0,5.0
127,ref1_127,ClCCO[SiH](OCCCl)OCCCl,False,False,190.0,2.0,3.0
128,ref1_128,CCCCC(CC)OCCOCCO,False,True,2940.0,3.0,5.0
129,ref1_129,CNC1=NC(=NC(NC(C)C)=N1)SC,False,False,1390.0,3.0,4.0
130,ref1_130,CSC1N=C(NCC)N=C(NCC)N=1,False,False,750.0,3.0,4.0
131,ref1_131,O=C=NCC1C=CC(CN=C=O)=CC=1,False,True,4500.0,3.0,5.0
132,ref1_132,CC(=O)OC(OC(C)=O)C(Cl)CCl,False,False,320.0,2.0,4.0
133,ref1_133,O=CC(Cl)CCl,False,False,160.0,2.0,3.0
134,ref1_134,CC1CC(C)OP(=O)(Cl)O1,False,False,380.0,2.0,4.0
135,ref1_135,CCC1COP(=O)(Cl)OC1CCC,True,False,25.0,1.0,2.0
136,ref1_136,CCOCC(Cl)C(OCC)OCC,False,False,1320.0,3.0,4.0
137,ref1_137,CC=CC(OC(=O)C=CC)OC(=O)C=CC,False,True,2590.0,3.0,5.0
138,ref1_138,CC(CC(C)(C)O)OCCC#N,False,True,3200.0,3.0,5.0
139,ref1_139,CC(C)CC(C)CCCC(C)COC=C,False,False,1220.0,3.0,4.0
140,ref1_140,CCCCC(COCC(CCCC)CC)CC,False,True,34000.0,4.0,5.0
141,ref1_141,CC(OCCOC)OCCOC,False,True,3260.0,3.0,5.0
142,ref1_142,O=C(NC1C=CC(=CC=1F)OC1C=CC(=CC=1Cl)C(F)(F)F)NC(=O)C1C(F)=CC=CC=1F,False,True,,,5.0
143,ref1_143,COC1=C(OC)C(CN2CCN(CC2)C(C2C=CC(F)=CC=2)C2C=CC(F)=CC=2)=CC=C1OC,False,False,307.0,2.0,4.0
144,ref1_144,CS(=O)(=O)NC1C=CC(=CC=1)C(=O)NCCN(CC)CC,False,True,3200.0,3.0,5.0
145,ref1_145,N#CC(=C1SCC(S1)C1C=CC=CC=1Cl)N1C=CN=C1,False,False,652.0,3.0,4.0
146,ref1_146,CN(C)C(=O)OC1=CC=CC2SC=CC=21,True,False,34.0,1.0,2.0
147,ref1_147,ClCC[N+]1(CCCl)CCCO1,True,False,7.5,1.0,2.0
148,ref1_148,C[N+]1(CCCl)CCCO1,True,False,3.0,1.0,1.0
149,ref1_149,CC1=CC(=NN1)C(=O)NC1C=CC=CC=1C(F)(F)F,False,True,,3.0,5.0
150,ref1_150,CC1=CC(=NN1)C(=O)NC1C=C(C=CC=1)C(F)(F)F,False,True,,3.0,5.0
151,ref1_151,CC1=CC(=NN1)C(=O)NC1C=CC=C(C)C=1C,False,True,,3.0,5.0
152,ref1_152,CC(N)CNCCCO,False,True,5660.0,4.0,5.0
153,ref1_153,CN(C)CC1C=CC=CC=1Cl,False,False,,,4.0
154,ref1_154,CC(=O)OC1CC(OC(C)C1OC=O)OC1C(CC(OC1C)OC1C(CC(OC2CC3CCC4C(CCC5(C)C(C(CC54O)OC=O)C4COC(=O)C=4)C3(C)CC2)OC1C)OC=O)OC=O,True,False,39.01,1.0,2.0
155,ref1_155,[O-][N+](=O)C1=C(C=CC=C1Cl)C1=CNC=C1Cl,False,True,,3.0,5.0
156,ref1_156,CN(CC1=CC=CC2C=CC=CC1=2)CC1C=CC(=CC=1)C(C)(C)C,False,True,,3.0,5.0
157,ref1_157,CCCCCOC1C=CC(Br)=CC=1COCCN1CCOCC1,False,False,1200.0,3.0,4.0
158,ref1_158,O=C(CS)OCCCCOC(=O)CS,False,False,405.0,2.0,4.0
159,ref1_159,CCN(CCC1=NC(=NO1)C1C=CC=CC1=O)CC,False,True,,3.0,5.0
160,ref1_160,CCC(C(CC)C1C=CC(=CC=1)OP(O)(O)=O)C1C=CC(=CC=1)OP(O)(O)=O,False,True,2001.0,3.0,5.0
161,ref1_161,CC(=O)CC(=O)NC1C=CC=CC=1,False,True,2450.0,3.0,5.0
162,ref1_162,C1=CC=CC=C1NC(=N)NC1C=CC=CC=1,False,False,107.0,2.0,3.0
163,ref1_163,O=C(OC1C=CC=CC=1)OC1C=CC=CC=1,False,False,1500.0,3.0,4.0
164,ref1_164,CC(C)COC(=O)CC1C=CC=CC=1,False,True,,4.0,5.0
165,ref1_165,COC1C=CC(COC(=O)CC2C=CC=CC=2)=CC=1,False,True,,4.0,5.0
166,ref1_166,O=C(CC1C=CC=CC=1)OCCC1C=CC=CC=1,False,True,15000.0,4.0,5.0
167,ref1_167,CC(C)=CCCC(C)=CCOC(=O)CC1C=CC=CC=1,False,True,,4.0,5.0
168,ref1_168,COB1OB(OB(O1)OC)OC,False,True,5160.0,4.0,5.0
169,ref1_169,CC1C=C(C=CC=1)NCC,False,False,580.0,3.0,4.0
170,ref1_170,CCCCCCCCCCCC[N+](C)(C)CC1=CC(Cl)=C(Cl)C=C1,False,False,730.0,3.0,4.0
171,ref1_171,OCCN(CCO)CCO,False,True,5530.0,4.0,5.0
172,ref1_172,CCCCN(CCO)CCCC,False,False,1070.0,3.0,4.0
173,ref1_173,CCCCN(CCCN)CCCC,False,False,820.0,3.0,4.0
174,ref1_174,C=CCOP(OCC=C)OCC=C,False,False,178.0,2.0,3.0
175,ref1_175,CCCCOP(OCCCC)OCCCC,False,True,3000.0,3.0,5.0
176,ref1_176,CC1C=CC(=CC=1C(C)CC)OC(=O)NC,True,False,35.0,1.0,2.0
177,ref1_177,OC(C1CCCCN1)(C1C=CC=CC=1)C1C=CC(Cl)=CC=1,False,False,400.0,2.0,4.0
178,ref1_178,OC1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,False,False,1750.0,3.0,4.0
179,ref1_179,CCC(COCCC(O)=O)CC,False,True,3730.0,3.0,5.0
180,ref1_180,CCCCC(COCCC#N)CC,False,True,4920.0,3.0,5.0
181,ref1_181,CCCCN(CCOC1C=CN=C(N)N=1)CCCC,False,False,1000.0,3.0,4.0
182,ref1_182,CN(C)CCOC1C=CN=C(N)N=1,False,False,1500.0,3.0,4.0
183,ref1_183,CCS(=O)(=O)CCC(=O)NNC(=O)N1CC2C=CC=CC=2OC2C=CC(Cl)=CC1=2,False,True,,3.0,5.0
184,ref1_184,CCC1=CC(=C(N=C1)C(O)=O)C(O)=O,False,True,3353.0,3.0,5.0
185,ref1_185,CCC(COCCC#N)CC,False,True,2460.0,3.0,5.0
186,ref1_186,CC(C)(CO)C(O)C#N,False,False,310.0,2.0,4.0
187,ref1_187,COCCOC(=O)C=CC(=O)OCCOC,False,True,3340.0,3.0,5.0
188,ref1_188,COC1C=C(C=C(OC)C=1OC)NC(=O)OCCCN1CCN(CC1)C1C=CC=CC=1,False,False,900.0,3.0,4.0
189,ref1_189,S=P(OCCCl)(OCCCl)OCCCl,False,False,820.0,3.0,4.0
190,ref1_190,C(NC1N=CN=C2NCNC2=1)C1C=CC=CC=1,False,True,2100.0,3.0,5.0
191,ref1_191,COC1C=CC(Cl)=CC=1C(=O)NCCC1C=CC(=CC=1)S(=O)(=O)NC(=O)NC1CCCCC1,False,True,,4.0,5.0
192,ref1_192,CCN(CC1CCCCN1CC(=O)N1C2N=CC=CC=2NC(=O)C2C=CC=CC1=2)CC,False,False,1533.0,3.0,4.0
193,ref1_193,ClC1(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C(Cl)=C2Cl,True,False,15.0,1.0,2.0
194,ref1_194,CN(C)CC(=O)NN=CC1=C(Cl)N=C2SC=CN12,False,False,1500.0,3.0,4.0
195,ref1_195,CN(C)CC(=O)NN=CC1=C(C)N=C2SCCN21,False,False,,3.0,4.0
196,ref1_196,CN(C)CC(=O)N=NCC1=C(N=C2SCCN12)C1=CC=C(C)C=C1,False,False,800.0,3.0,4.0
197,ref1_197,CN(C)CC(=O)NN=CC1=C(Cl)N=C2SCCN21,False,False,,3.0,4.0
198,ref1_198,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,False,False,707.0,3.0,4.0
199,ref1_199,CC1CC2(N)C(=CC)C(CC3NC(=O)C=CC2=3)C=1,True,False,15.0,1.0,2.0
200,ref1_200,CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,False,True,,4.0,5.0
201,ref1_201,CCCNC(=O)C(CC1C=CC(=CC=1)OCCN(CC)CC)NC(=O)C1C=CC=CC=1,False,False,,3.0,4.0
202,ref1_202,OC(CNC1CCCCC1)CS(O)(=O)=O,False,True,,3.0,5.0
203,ref1_203,CNCCCC12CCC(C3C=CC=CC1=3)C1C=CC=CC2=1,False,False,760.0,3.0,4.0
204,ref1_204,COP(N)(=O)SC,True,False,9.25,1.0,2.0
205,ref1_205,CCOP(N)(=O)SC,True,False,5.0,1.0,2.0
206,ref1_206,N#CC1C=CC(=CC=1)C1CCCC2=CN=CN21,False,False,200.0,2.0,3.0
207,ref1_207,CC(=O)NC1=CC(=CC=C1)NC(C)=O,False,True,10700.0,4.0,5.0
208,ref1_208,CC1C=CC(=CC=1)NC1=CC(=C(C=C1C(O)=O)NC1C=CC(C)=CC=1)C(O)=O,False,True,,4.0,5.0
209,ref1_209,BrC12CC3CC(C1)CC(C2)C3,False,True,8474.0,4.0,5.0
210,ref1_210,CC(C)(O)CCC1C=CC=CC=1,False,True,2200.0,3.0,5.0
211,ref1_211,CC(=O)OC(C)(C)CCC1C=CC=CC=1,False,True,4850.0,3.0,5.0
212,ref1_212,CCCCC(COC(C)=O)CC,False,True,3000.0,3.0,5.0
213,ref1_213,CCCCC(COC(=O)C=C)CC,False,True,4435.0,3.0,5.0
214,ref1_214,OC1=CC=C(C=C1)OCC1C=CC=CC=1,False,True,,3.0,5.0
215,ref1_215,CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC,False,True,7350.0,4.0,5.0
216,ref1_216,CCCCC(COC(=O)CCCCCCCC(=O)OCC(CCCC)CC)CC,False,True,,3.0,5.0
217,ref1_217,CC(C)C(=O)OCC1C=CC=CC=1,False,True,2850.0,3.0,5.0
218,ref1_218,C(CC1C=CC=CC=1)C1C=CC=CC=1,False,True,4518.0,3.0,5.0
219,ref1_219,C1=CC=CC=C1N=NC1C=CC=CC=1,False,False,1000.0,3.0,4.0
220,ref1_220,C1COCCN1SSN1CCOCC1,False,True,4300.0,3.0,5.0
221,ref1_221,CCOC(=O)C=CC1C=CC=CC=1,False,True,4000.0,3.0,5.0
222,ref1_222,CCCC(=O)OCC1C=CC=CC=1,False,True,2330.0,3.0,5.0
223,ref1_223,CC(C)CC(=O)OCC1C=CC=CC=1,False,True,,4.0,5.0
224,ref1_224,O=C(C=CC1C=CC=CC=1)OCC1C=CC=CC=1,False,True,5380.0,4.0,5.0
225,ref1_225,CCCCC(COC=C)CC,False,False,1350.0,3.0,4.0
226,ref1_226,CC(=O)OCCC1C=CC=CC=1,False,True,3670.0,3.0,5.0
227,ref1_227,CC(C)C(=O)OCCC1C=CC=CC=1,False,True,5200.0,4.0,5.0
228,ref1_228,C(OCC1C=CC=CC=1)C1C=CC=CC=1,False,True,2500.0,3.0,5.0
229,ref1_229,O=C(C=CC1C=CC=CC=1)OCCC1C=CC=CC=1,False,True,5001.0,4.0,5.0
230,ref1_230,CC(=O)OCC=CC1C=CC=CC=1,False,True,3300.0,3.0,5.0
231,ref1_231,CCC(=O)OCC=CC1C=CC=CC=1,False,True,3400.0,3.0,5.0
232,ref1_232,CC(C)C(=O)OCC=CC1C=CC=CC=1,False,True,,4.0,5.0
233,ref1_233,CC(C)C(=O)OCCOC1C=CC=CC=1,False,True,,4.0,5.0
234,ref1_234,BrCCC1C=CC=CC=1,False,False,811.0,3.0,4.0
235,ref1_235,BrC=CC1C=CC=CC=1,False,False,1250.0,3.0,4.0
236,ref1_236,CCCC1C=CC=CC=1,False,True,6040.0,4.0,5.0
237,ref1_237,O=C=NC1C=CC=CC=1,False,False,800.0,3.0,4.0
238,ref1_238,OCCC1C=CC=CN=1,False,True,3842.0,3.0,5.0
239,ref1_239,CCOC1CCC=CO1,False,True,6160.0,4.0,5.0
240,ref1_240,OC(=O)CC1C=CC=CC=1,False,True,2250.0,3.0,5.0
241,ref1_241,CN(C)CC1C=CC=CC=1,False,False,265.0,2.0,3.0
242,ref1_242,CC(=O)NC1C=CC=CC=1,False,False,800.0,3.0,4.0
243,ref1_243,NC(=S)NC1C=CC=CC=1,True,False,3.0,1.0,1.0
244,ref1_244,CC(=O)NC1C=CC(O)=CC=1,False,False,1944.0,3.0,4.0
245,ref1_245,CC(C)C1=CC=C(CC(C)C=O)C=C1,False,True,3810.0,3.0,5.0
246,ref1_246,CCCCCCOCC(O)CO,False,True,2500.0,3.0,5.0
247,ref1_247,OC(COC1CCCCC1)CO,False,True,,3.0,5.0
248,ref1_248,CC(O)C1=CCC(CC1O)C(C)(C)O,False,True,,4.0,5.0
249,ref1_249,CN(C)P(=O)(N1N=C(N=C1N)C1C=CC=CC=1)N(C)C,True,False,20.0,1.0,2.0
250,ref1_250,CCOC1OC(C(OCC2=CC=CC=C2)C1O)C(COCC1=CC=CC=C1)OCC1=CC=CC=C1,False,True,,4.0,5.0
251,ref1_251,N#CCC[P+](CC[P+](CCC#N)(CCC#N)CCC#N)(CCC#N)CCC#N,False,True,10000.0,4.0,5.0
252,ref1_252,CCOC(=O)C1N=C(N(N=1)C1C=CC(Cl)=CC=1Cl)C(Cl)(Cl)Cl,False,True,,4.0,5.0
253,ref1_253,COP(=S)(OC)SC(CBr)N1C(=O)C2C=CC=CC=2C1=O,False,False,188.0,2.0,3.0
254,ref1_254,CCOP(=S)(OCC)SC(CBr)N1C(=O)C2C=CC=CC=2C1=O,True,False,18.0,1.0,2.0
255,ref1_255,CC(O)C(O)=O,False,True,3543.0,3.0,5.0
256,ref1_256,O=C1C(CCC(=O)N1CN1CCOCC1)N1C(=O)C2C=CC=CC=2C1=O,False,True,,4.0,5.0
257,ref1_257,O=C1CC(CC(=O)N1CN1CCOCC1)N1C(=O)C2C=CC=CC=2C1=O,False,True,,4.0,5.0
258,ref1_258,[O-][N+](=O)C1=CC(Cl)=CC(C2=CC(Cl)=CC(=C2O)[N+]([O-])=O)=C1O,True,False,10.0,1.0,2.0
259,ref1_259,CC12CCC3C(CCC4=NC(=O)CCC43C)C1CCC2C(O)=O,False,True,,3.0,5.0
260,ref1_260,C#CCN1C2=CC(=C(F)C=C2OCC1=O)N1C(=O)C2CCCCC=2C1=O,False,True,,4.0,5.0
261,ref1_261,CCCCCCCCOC(=O)C1C=C(O)C(O)=C(O)C=1,False,False,1960.0,3.0,4.0
262,ref1_262,CNC1=C2C(=NN1C(=O)OC)N(CCCC)C(=O)N(CCC)C2=O,False,True,2380.0,3.0,5.0
